Sr#,Project_Title,Approval_Status,Approved_Date,Total_Cost,Foreign Loan,Expenditure_2024,Throwforward_2025,Rupee_Funding,Allocation_2024_25,Type,Ministry,Utilization%,Approval_Year,Approval_Month
366,"Uplifting of Academic and Infrastructure Facilities at Hazara University, Mansehra",CDWP,2018-03-19,1702.0,0.0,1444.59,257.412,257.412,257.412,On-going,Diamer-Astore Division,84.8760282,2018.0,3.0
367,Women university campuses at Pishin and Khuzdar (SBK Women University),CDWP,2017-08-21,2203.32,0.0,595.0,1608.32,50.0,50.0,On-going,Diamer-Astore Division,27.004702,2017.0,8.0
368,Coastal Region Higher Education Scholarship Program for Balochistan,DDWP,2021-03-31,385.437,0.0,17.97,367.467,40.0,40.0,On-going,Diamer-Astore Division,4.662240522,2021.0,3.0
369,"Establishment of Pak-Korea Nutrition Center (PKNC) to Improve Child and Community Nutrition (Local: 2074.953, FEC 1,995.00)",CDWP,2023-09-08,4069.95,0.0,205.0,3864.95,200.0,500.0,On-going,Diamer-Astore Division,5.036916915,2023.0,9.0
370,Construction of National Sports City (NSC) at Narowal,CDWP,2022-12-22,5822.93,0.0,3009.56,2813.36,1300.0,1300.0,On-going,Diamer-Astore Division,51.68463299,2022.0,12.0
371,"Establishment of Permanent Campus of Lasbela University of Agriculture Water & Marine Sciences (LUAWMS), Uthal at Wadh",DDWP,2021-01-15,1495.1,0.0,270.0,1225.1,300.0,300.0,On-going,Diamer-Astore Division,18.05899271,2021.0,1.0
372,Establishment of University of Gwadar (Phase-I),CDWP,2022-05-06,2494.3,0.0,400.0,2094.3,250.0,250.0,On-going,Diamer-Astore Division,16.03656336,2022.0,5.0
373,"Rehabilitation/Upgradation of Infrastructure at University of Engineering and Technology, Lahore",DDWP,2021-12-02,1698.0,0.0,420.0,1278.0,300.0,300.0,On-going,Diamer-Astore Division,24.73498233,2021.0,12.0
374,"Strengthening of Facilities at BUITEMS, Takatu Campus, Quetta",DDWP,2021-05-27,900.231,0.0,88.76,811.471,250.0,250.0,On-going,Diamer-Astore Division,9.859691568,2021.0,5.0
375,Strengthening of KBCMA CVS,CDWP,2022-06-24,2880.0,0.0,325.0,2555.0,300.0,300.0,On-going,Diamer-Astore Division,11.28472222,2022.0,6.0
376,Prime Minister's Youth Laptop Scheme (Phase-III) - (Revised),ECNEC,2023-04-01,12899.66,0.0,12027.52,872.135,330.0,330.0,On-going,Diamer-Astore Division,93.23904661,2023.0,4.0
377,Establishment of Pothohar Campus of University of Punjab at Gujar Khan,CDWP,2023-05-23,638.444,0.0,7.0,631.444,100.0,100.0,On-going,Diamer-Astore Division,1.096415661,2023.0,5.0
378,"Centre for Advanced Studies in Physics at Government College University, Lahore",CDWP,2022-06-24,698.978,0.0,20.0,678.978,100.0,100.0,On-going,Diamer-Astore Division,2.861320385,2022.0,6.0
379,"Establishment of Pir Roshaan Institute of Progressive Sciences and Technologies, Miranshah, North Waziristan",CDWP,2023-02-03,2000.0,0.0,10.0,1990.0,100.0,100.0,On-going,Diamer-Astore Division,0.5,2023.0,2.0
380,Provision of Higher Education Opportunities For Students of Balochistan and FATA (Phase-III),CDWP,2022-04-06,8663.35,0.0,255.0,8408.35,428.73,428.73,On-going,Diamer-Astore Division,2.943434122,2022.0,4.0
381,"Enhancement of Academic Facilities at NED University of Engineering & Technology, Karachi",CDWP,2021-05-17,1537.35,0.0,100.0,1437.35,300.0,300.0,On-going,Diamer-Astore Division,6.504699645,2021.0,5.0
382,Strengthening of Women University Swabi (New Campus),CDWP,2021-05-24,2101.97,0.0,60.0,2041.97,10.0,10.0,On-going,Diamer-Astore Division,2.854465097,2021.0,5.0
383,"Provision of basic facilities at Muhammad Nawaz Sharif University of Agriculture, Multan",DDWP,2021-03-19,1356.38,0.0,40.0,1316.38,10.0,10.0,On-going,Diamer-Astore Division,2.949026084,2021.0,3.0
384,Establishment of NUTECH Railway Engineering Technologies and Skills School (NURETSS) at National University of Technology (NUTECH) Main Campus,CDWP,2021-05-25,2937.13,0.0,60.0,2877.13,100.0,100.0,On-going,Diamer-Astore Division,2.042810499,2021.0,5.0
385,Establishment of Institute of Sports,CDWP,2023-06-23,1794.82,0.0,10.0,1784.82,200.0,200.0,On-going,Diamer-Astore Division,0.557158935,2023.0,6.0
386,"Establishment of Multi-purpose Building and Boundary Wall of Information Technology University of the Punjab, Main Campus at Barki Road, Lahore",CDWP,2023-06-26,676.0,0.0,157.0,519.0,200.0,200.0,On-going,Diamer-Astore Division,23.22485207,2023.0,6.0
387,"Modernization of Academic and Research Facilities for Students at MUET, Jamshoro",CDWP,2023-06-23,2000.69,0.0,370.0,1630.69,250.0,250.0,On-going,Diamer-Astore Division,18.4936197,2023.0,6.0
388,"Flood Protection Wall and Other Requirements of Shaheed Benazir Bhutto University, Sheringal, Dir Upper",CDWP,2023-06-26,540.93,0.0,10.0,530.93,200.0,200.0,On-going,Diamer-Astore Division,1.848668035,2023.0,6.0
389,"Upgradation & Improvement of People Nursing School, LUMHS, Jamshoro",CDWP,2023-06-23,765.288,0.0,260.0,505.288,200.0,200.0,On-going,Diamer-Astore Division,33.97413784,2023.0,6.0
390,"Immediate Needs for Artistic Innovation and Technology Integration at AROR University of Art, Architecture, Design & Heritage (Sindh)",CDWP,2023-06-23,971.722,0.0,140.0,831.722,200.0,200.0,On-going,Diamer-Astore Division,14.40741282,2023.0,6.0
391,Allama Muhammad Iqbal Scholarships for Afghan National Students (Phase III),ECNEC,2022-07-10,12702.34,0.0,67.0,12635.34,450.0,450.0,On-going,Diamer-Astore Division,0.527461869,2022.0,7.0
392,"National Center of Artificial Intelligence (NCAI), Islamabad (Revised)",CDWP,2023-09-08,1854.45,0.0,1098.39,756.059,256.059,256.059,On-going,Diamer-Astore Division,59.22996037,2023.0,9.0
393,Establishment of National Center of Excellence in Cyber Security (Revised),CDWP,2023-09-08,1887.79,0.0,1239.74,648.054,148.054,148.054,On-going,Diamer-Astore Division,65.67149948,2023.0,9.0
394,Establishment of National Center of Excellence in Robotics and Automation (Revised),CDWP,2023-09-08,2043.66,0.0,1295.26,748.407,248.407,248.407,On-going,Diamer-Astore Division,63.37942711,2023.0,9.0
395,"Strengthening & Development of Jinnah Sindh Medical University, Karachi (Phase-I)",DDWP,2020-04-16,992.045,0.0,100.0,892.045,100.0,100.0,On-going,Diamer-Astore Division,10.08018789,2020.0,4.0
396,Establishment of Dr. Ashfaq Ahmad Khan Centre in Basic Sciences,CDWP,2018-03-29,2086.48,0.0,0.0,2086.48,200.0,200.0,New,Diamer-Astore Division,0.0,2018.0,3.0
397,Higher Education Development Programme of Pakistan (HEDP)- (Revised),ECNEC,2021-11-24,21190.78,21190.78,0.0,21190.78,0.0,7000.0,New,Diamer-Astore Division,0.0,2021.0,11.0
398,PAK-USAID Merit and Needs Based Scholarship Program (Phase-II),ECNEC,2013-07-10,2954.81,2377.68,0.0,2954.81,0.0,228.208,New,Diamer-Astore Division,0.0,2013.0,7.0
399,Dr. A. Q Khan Insitute of Metallurgy and Emerging Sciences,CDWP,2023-03-08,2907.0,0.0,0.0,2907.0,100.0,100.0,New,Diamer-Astore Division,0.0,2023.0,3.0
400,"Strengthening of Lab facilities in 05 leading Engineering Universities (UET Peshawar, Taxila, Lahore, Khuzdar & NED Karachi)",CDWP,2022-12-22,6636.51,0.0,0.0,6636.51,100.0,100.0,New,Diamer-Astore Division,0.0,2022.0,12.0
401,Establishment of National Cyber Security Academy (NCSA),CDWP,2022-06-24,600.0,0.0,0.0,600.0,100.0,100.0,New,Diamer-Astore Division,0.0,2022.0,6.0
402,Establishment of China-Pakistan Joint Research Centre (CPJR) on,CDWP,2023-03-08,7397.86,0.0,0.0,7397.86,0.0,300.0,New,Diamer-Astore Division,0.0,2023.0,3.0
403,Strengthening of Labs and Research Facilities at Public Sector Universities,CDWP,2023-03-08,4999.18,0.0,0.0,4999.18,100.0,100.0,New,Diamer-Astore Division,0.0,2023.0,3.0
404,Prime Minister's Laptop Scheme,ECNEC,2023-11-12,16801.23,0.0,0.0,16801.23,12000.0,12000.0,New,Diamer-Astore Division,0.0,2023.0,11.0
405,"Completion of Leftover work of Chotagala Campus, University of Poonch Rawalakot through loan of Kuwait Fund for Arab Economic Development (KFAED)",CDWP,2023-03-08,3658.01,0.0,0.0,3658.01,0.0,300.0,New,Diamer-Astore Division,0.0,2023.0,3.0
406,"Establishment of National Institute of Intelligence and Security Studies (NIISS) at Quaid-i-Azam University (QAU), Islamabad",CDWP,2024-06-26,1751.13,0.0,0.0,1751.13,100.0,100.0,New,Diamer-Astore Division,0.0,2024.0,6.0
407,PM's National Volunteer Corps,CDWP,2024-06-26,2301.46,0.0,0.0,2301.46,30.0,30.0,New,Diamer-Astore Division,0.0,2024.0,6.0
408,PM's Youth Internship Program,CDWP,2024-06-26,27691.62,0.0,0.0,27691.62,30.0,30.0,New,Diamer-Astore Division,0.0,2024.0,6.0
409,Girls Hostel Pakistan Institute of Fashion and Design,CDWP,2024-06-26,350.0,0.0,0.0,350.0,150.0,150.0,New,Diamer-Astore Division,0.0,2024.0,6.0
410,11 Nos. Development Schemes In District Badin,DDWP,2021-05-28,526.326,0.0,116.0,410.326,10.0,10.0,On-going,HOUSING & WORKS DIVISION,22.03957243,2021.0,5.0
411,15 Nos. Development Schemes In District Badin,DDWP,2021-05-28,332.536,0.0,91.0,241.536,10.0,10.0,On-going,HOUSING & WORKS DIVISION,27.36545818,2021.0,5.0
412,19 Nos. Development Schemes In District Badin,DDWP,2021-05-28,264.307,0.0,91.0,173.307,10.0,10.0,On-going,HOUSING & WORKS DIVISION,34.42965945,2021.0,5.0
413,"Construction / Rehabilitation of Flood Affected Roads, District Muzaffargarh-I (21-Nos. schemes)",DDWP,2021-03-11,1950.3,0.0,1364.86,585.436,100.0,100.0,On-going,HOUSING & WORKS DIVISION,69.98205404,2021.0,3.0
414,"Construction of Black Top Roads, Purana Duki and Rabbat Villages District Duki",DDWP,2021-03-11,509.711,0.0,388.711,121.0,121.0,121.0,On-going,HOUSING & WORKS DIVISION,76.26105774,2021.0,3.0
415,"Construction of 20 Bedded Hospital at Village, Latifal, District, Chakwal.",DDWP,2020-05-20,1020.16,0.0,920.157,100.0,100.0,100.0,On-going,HOUSING & WORKS DIVISION,90.19732199,2020.0,5.0
416,"Construction of Auditorium, Bachelor Hostel and Officer's Mess for NAB (KP) at Peshawar.",DDWP,2020-02-03,398.86,0.0,298.86,100.0,100.0,100.0,On-going,HOUSING & WORKS DIVISION,74.92854636,2020.0,2.0
417,Construction of Black Top Road Chinkindik to Maskeechah District Chaghi,DDWP,2021-03-11,415.846,0.0,315.807,100.039,100.039,100.039,On-going,HOUSING & WORKS DIVISION,75.94325784,2021.0,3.0
418,Construction of Building for Girls College at Kachi Baig Saryab Road Quetta,DDWP,2020-01-31,400.0,0.0,203.273,196.727,196.727,196.727,On-going,HOUSING & WORKS DIVISION,50.81825,2020.0,1.0
419,"Construction of Carpeted Road from Dhillan Wali Phattak to Aimanabad Town, District Gujranwala and Construction of Carpetted Road from Chahye Wala to Jalhan, District Gujranwala",DDWP,2022-08-29,321.326,0.0,214.926,106.4,106.4,106.4,On-going,HOUSING & WORKS DIVISION,66.88721112,2022.0,8.0
420,"Construction of Dhudial By Pass, District, Chakwal.",DDWP,2021-08-25,1027.9,0.0,672.103,355.797,355.797,355.797,On-going,HOUSING & WORKS DIVISION,65.38602977,2021.0,8.0
421,"Construction of Industrial area road from G.T road to Qazi Chak including bridges on Bhimer Nallah and Upper Jhelum Canal, District Gujrat-II",DDWP,2021-03-11,1491.55,0.0,1245.2,246.353,246.353,246.353,On-going,HOUSING & WORKS DIVISION,83.48362442,2021.0,3.0
422,Construction Of Matteled Roads At Taluka Lakhi District Shikarpur Sindh (09 Schemes),DDWP,2021-08-25,473.0,0.0,276.05,196.95,10.0,10.0,On-going,HOUSING & WORKS DIVISION,58.3615222,2021.0,8.0
423,Construction Of Office Of The Nab Sukkur A Airport Road Sukkur.,DDWP,2020-02-03,255.785,0.0,90.0,165.785,165.785,165.785,On-going,HOUSING & WORKS DIVISION,35.18580057,2020.0,2.0
424,"Construction of Office for Intellegence Bureau alongwith CEPC (Soost, Gawadar, Khuzdar, Turbat, Mansehra, Gilgit.",CDWP,2017-11-04,473.556,0.0,98.744,374.812,150.0,150.0,On-going,HOUSING & WORKS DIVISION,20.85159939,2017.0,11.0
425,Construction PCC Roads and Infrastucture development at different union council District Chakwal (08 Nos Schemes),DDWP,2021-03-11,399.978,0.0,248.0,151.978,151.978,151.978,On-going,HOUSING & WORKS DIVISION,62.00341019,2021.0,3.0
426,"Construction of Road / PCC/ Tuff Paver / Nallah / Soling / Drain /Culvert/ Sewer Pipe/ Bridge  in Tehsil Malkalwal, Phalia and Mandi Bahuddin, District Mandi Bahuddin.",DDWP,2021-05-28,1954.4,0.0,1309.89,644.506,238.854,238.854,On-going,HOUSING & WORKS DIVISION,67.02261564,2021.0,5.0
427,"Construction of Road / PCC/ Tuff Paver / Nallah / Soling / Drain /Culvert in Chak 105, SB and Rukhan District Sargodha.",DDWP,2022-09-21,999.24,0.0,908.074,91.166,91.166,91.166,On-going,HOUSING & WORKS DIVISION,90.87646611,2022.0,9.0
428,"Construction of Servis More Fly Over and Industrial Area link road Gujrat, District Gujrat-II",DDWP,2020-02-12,717.166,0.0,492.3,224.866,224.866,224.866,On-going,HOUSING & WORKS DIVISION,68.64519512,2020.0,2.0
429,"Construction of Soling / Nali and Tuff Tile in Different Ucs of Tehsil Yazman , District Bahawalpur(14 Nos Development Schemes).",DDWP,2023-05-05,346.944,0.0,341.45,5.494,5.494,5.494,On-going,HOUSING & WORKS DIVISION,98.41645914,2023.0,5.0
430,Development Schemes of Infrastructure and Public Works in different UCs of District Gujrat (36 Nos Development Schemes),DDWP,2021-03-11,1731.03,0.0,413.598,1317.44,50.0,50.0,On-going,HOUSING & WORKS DIVISION,23.89317343,2021.0,3.0
431,Development Schemes in Different  Ucs of District Gujrat-II (38 Nos Development Schemes),DDWP,2021-05-21,830.0,0.0,657.998,172.002,172.002,172.002,On-going,HOUSING & WORKS DIVISION,79.27686747,2021.0,5.0
432,Development Schemes Under PM's Programme In Sindh Hyderabad & Mirpurkhas Division,DDWP,2021-03-11,1373.44,0.0,708.519,664.922,50.0,50.0,On-going,HOUSING & WORKS DIVISION,51.58718255,2021.0,3.0
433,"Development Schemes Under PM's Programme In Sindh Larkana, Sukkur And Shaeed Benazeerabad Division",DDWP,2021-03-11,1887.87,0.0,534.364,1353.51,50.0,50.0,On-going,Hyderabad & Mirpurkhas Division,28.30512694,2021.0,3.0
434,Dualization of Mandra to Chakwal Road (64-KM).,ECNEC,2020-03-16,11892.64,0.0,9952.43,1940.21,643.965,643.965,On-going,Benazeerabad Division,83.68562405,2020.0,3.0
435,Improvement/Re-Habilitation Of Different Roads /Streets  Including Water & Sewerage System  At Various Main Roads & Union Councils District Hyderabad (City & Latifabad),DDWP,2021-03-11,1009.52,0.0,594.258,415.262,50.0,50.0,On-going,Benazeerabad Division,58.86540138,2021.0,3.0
436,Improvement/Re-Habilitation Of Different Roads /Streets  Including Water & Sewerage System  At Various Union Councils District Central Karachi,DDWP,2021-06-12,1319.99,0.0,895.8,424.187,50.0,50.0,On-going,Benazeerabad Division,67.86415049,2021.0,6.0
437,Improvement/Re-Habilitation Of Different Roads /Streets  Including Water & Sewerage System  At Various Union Councils District East Karachi,DDWP,2020-02-06,606.39,0.0,366.278,240.112,50.0,50.0,On-going,Benazeerabad Division,60.40304095,2020.0,2.0
438,Improvement/Re-Habilitation Of Different Roads /Streets  Including Water & Sewerage System  At Various Union Councils District Korangi / Malir  Karachi,DDWP,2021-06-12,1450.03,0.0,855.988,594.037,50.0,50.0,On-going,Benazeerabad Division,59.03243381,2021.0,6.0
439,Improvement/Re-Habilitation Of Different Roads /Streets  Including Water & Sewerage System  At Various Union Councils District South &  West Kmc  Karachi,DDWP,2021-06-12,986.661,0.0,770.664,215.997,50.0,50.0,On-going,Benazeerabad Division,78.10828643,2021.0,6.0
440,Miscellaneous Development Schemes in Tehsil Kot Momin & Tehsil Sargodha District Sargodha.,DDWP,2023-01-02,498.0,0.0,313.995,184.005,100.0,100.0,On-going,Benazeerabad Division,63.05120482,2023.0,1.0
441,"Payment of Streets, Soling system in 15-different Areas of NA-84, Gujranwala",DDWP,2021-03-11,874.627,0.0,712.46,162.167,162.167,162.167,On-going,Benazeerabad Division,81.45872469,2021.0,3.0
442,"Providing  Water Supply Sewerage Lines Cc.Toping  Solar Lights In Various Wards /Uc'S At Nawabsha , Mirpurkhas And Sukkur Distracts",DDWP,2021-06-12,681.24,0.0,605.552,75.688,50.0,50.0,On-going,Benazeerabad Division,88.88967177,2021.0,6.0
443,Refurbishment and Rehabilitation of Government Owned Building at Ibd.,DDWP,2021-01-22,1866.0,0.0,380.534,1485.47,250.0,250.0,On-going,Benazeerabad Division,20.39303323,2021.0,1.0
444,Refurbishment of existing facilities & Provision of additional facilities at PM Staff Colony Ibd.,DDWP,2021-04-28,310.0,0.0,175.0,135.0,135.0,135.0,On-going,HOUSING & WORKS DIVISION,56.4516129,2021.0,4.0
445,"Refurbishment of PM Office, Ibd.",DDWP,2021-04-28,343.13,0.0,180.0,163.13,163.13,163.13,On-going,HOUSING & WORKS DIVISION,52.45825197,2021.0,4.0
446,"Re-Hablitation /Construction Of Roads At Latifabad, Hyderabad City (06 Nos Schemes)",DDWP,2020-05-20,1220.39,0.0,733.227,487.165,50.0,50.0,On-going,HOUSING & WORKS DIVISION,60.08136743,2020.0,5.0
447,"Widening / Rehabilitation / Construction of 05 Roads in UC Paki Shah Mardan,UC Namal,UC Kot Chandana, District Mianwali",DDWP,2021-04-28,359.266,0.0,99.999,259.267,50.0,50.0,On-going,HOUSING & WORKS DIVISION,27.83425094,2021.0,4.0
448,"Widening / Rehabilitation / Construction of 07 No.s Roads In UC Shahbaz Khel, UC Rokhri, UC Pai Khel, Tehsil Essa Khel, District Mianwali.",DDWP,2021-04-28,429.138,0.0,99.998,329.14,50.0,50.0,On-going,HOUSING & WORKS DIVISION,23.30206134,2021.0,4.0
449,"Widening / Rehabilitation / Construction of 08 No.s Roads in UC Manda Khel, UC Qamar Mashani, MC Kalabagh, UC Ban Haffiz Jee, District Mianwali.",DDWP,2020-12-03,415.972,0.0,130.779,285.193,50.0,50.0,On-going,HOUSING & WORKS DIVISION,31.43937573,2020.0,12.0
450,"Widening / Rehabilitation of Road from Quaidabad to Warchha Via Fatehpur, District Khushab.",DDWP,2021-04-28,690.469,0.0,303.899,386.57,150.0,150.0,On-going,HOUSING & WORKS DIVISION,44.01341697,2021.0,4.0
451,Construction of Carpet Road from Kot Sher to Jajoki District Gujrnawala (revised),DDWP,2023-03-30,997.826,0.0,610.0,387.826,387.826,387.826,On-going,HOUSING & WORKS DIVISION,61.13290293,2023.0,3.0
452,"Construction of Railway under Pass, Gojra Toba Tek Skingh",CDWP,2023-05-23,1433.75,0.0,1099.26,334.485,334.485,334.485,On-going,HOUSING & WORKS DIVISION,76.67027027,2023.0,5.0
453,"Raod from Lalamusa to Noona Wali Bhago and Maiwana with Link Infrastructure Tehsil Kharian, District Gujrat (Fed. Share)",CDWP,2023-03-08,1496.25,0.0,950.0,546.249,546.249,546.249,On-going,HOUSING & WORKS DIVISION,63.49206349,2023.0,3.0
454,Development Scheme for Community Home Solar Energy System in various Ucs of Tehsil Mashkel and Basima District Washuk,DDWP,2022-06-06,450.0,0.0,300.0,150.0,150.0,150.0,On-going,HOUSING & WORKS DIVISION,66.66666667,2022.0,6.0
455,Development Scheme for Community Home Solar Energy System in various Ucs of Tehsil Washuk District Washuk,DDWP,2022-06-06,300.0,0.0,165.0,135.0,135.0,135.0,On-going,HOUSING & WORKS DIVISION,55.0,2022.0,6.0
456,Construction of Black Top Road Kamanrod to Nokchah Washuk Mashkel Road District Washuk,DDWP,2022-06-06,363.938,0.0,199.955,163.983,163.983,163.983,On-going,HOUSING & WORKS DIVISION,54.94205057,2022.0,6.0
457,Rehabilitation / upgradation Sakran Dureji Road Different Reaches (Phase-I KM 16 to 50) District Lasbela,DDWP,2022-06-06,444.31,0.0,404.999,39.311,39.311,39.311,On-going,HOUSING & WORKS DIVISION,91.15234859,2022.0,6.0
458,Rehabilitation / upgradation Sakran Dureji Road Different Reaches (Phase-I KM 50 to 75) District Lasbela,DDWP,2022-06-06,426.868,0.0,392.046,34.822,34.822,34.822,On-going,HOUSING & WORKS DIVISION,91.8424431,2022.0,6.0
